cluster_id,model,stage_id,rank,peak_index_y,peak_index_x,peak_value,common_peak_fraction
Abell370,C10,S13_P4,13,14,35,0.07065081903038505,0.7368421052631579
Abell370,C10,S13_P4,14,47,48,0.0700597987573221,0.7368421052631579
Abell370,C10,S13_P4,15,51,52,0.06874698410582822,0.7368421052631579
Abell370,C10,S13_P4,16,30,7,0.06835624884629267,0.7368421052631579
Abell370,C10,S13_P4,17,51,14,0.06788942775091884,0.7368421052631579
Abell370,C10,S13_P4,18,35,39,0.06754313017831426,0.7368421052631579
Abell370,C10,S13_P4,19,6,10,0.06728422441358284,0.7368421052631579
Abell370,C10,S13_P4,20,27,7,0.06638394067534538,0.7368421052631579
Abell370,C10,S13_P4,21,29,17,0.06443381143582795,0.7368421052631579
Abell370,C10,S13_P4,22,50,28,0.06410171390571122,0.7368421052631579
Abell370,C10,S13_P4,23,37,29,0.06384837614025456,0.7368421052631579
Abell370,C10,S13_P4,24,46,52,0.06234138267003046,0.7368421052631579
Abell370,C10,S13_P4,25,39,63,0.06172313707152853,0.7368421052631579
Abell370,C10,S13_P4,26,58,32,0.06147560757249182,0.7368421052631579
Abell370,C10,S13_P4,27,14,13,0.06122137259004921,0.7368421052631579
Abell370,C10,S13_P4,28,14,38,0.060965036239050543,0.7368421052631579
Abell370,C10,S13_P4,29,17,59,0.060934322578736065,0.7368421052631579
Abell370,C10,S13_P4,30,26,48,0.06081596442257903,0.7368421052631579
Abell370,C10,S13_P4,31,43,28,0.060044211195157016,0.7368421052631579
Abell370,C10,S13_P4,32,47,45,0.05978020010147681,0.7368421052631579
Abell370,C10,S13_P4,33,53,25,0.05971964288954522,0.7368421052631579
Abell370,C10,S13_P4,34,62,63,0.059515706026530155,0.7368421052631579
Abell370,C10,S13_P4,35,48,27,0.05950923455755329,0.7368421052631579
Abell370,C10,S13_P4,36,37,18,0.05938756526321947,0.7368421052631579
Abell370,C10,S13_P4,37,23,13,0.058911703804382425,0.7368421052631579
Abell370,C10,S13_P4,38,33,20,0.05876874331642931,0.7368421052631579
Abell370,C10,S13_P4,39,44,6,0.058001816663948325,0.7368421052631579
Abell370,C10,S13_P4,40,26,15,0.05777996120232346,0.7368421052631579
Abell370,A8,S00,1,32,32,0.179248290436187,1.0
Abell370,A8,S00,2,42,32,0.060528532916187955,1.0
Abell370,A8,S00,3,57,29,0.058887114888102284,1.0
Abell370,A8,S00,4,35,37,0.05759505576210017,1.0
Abell370,A8,S00,5,29,7,0.05540338377164676,1.0
Abell370,A8,S00,6,37,63,0.053907652007196896,1.0
Abell370,A8,S00,7,26,30,0.053703360647121834,1.0
Abell370,A8,S00,8,39,35,0.05313458340232458,1.0
Abell370,A8,S00,9,27,28,0.05273754199112987,1.0
Abell370,A8,S00,10,19,29,0.05183783082334238,1.0
Abell370,A8,S00,11,62,61,0.05109958441426385,1.0
Abell370,A8,S00,12,38,48,0.051010616088919616,1.0
Abell370,A8,S00,13,18,40,0.05091554366537748,1.0
Abell370,A8,S00,14,29,63,0.05011912770654284,1.0
Abell370,A8,S00,15,6,8,0.04948608872703152,1.0
Abell370,A8,S00,16,16,34,0.04928562288369203,1.0
Abell370,A8,S00,17,24,38,0.04920747664322024,1.0
Abell370,A8,S00,18,44,35,0.0491108259203153,1.0
Abell370,A8,S00,19,46,46,0.04705620450520707,1.0
Abell370,A8,S00,20,52,28,0.046815832845457865,1.0
Abell370,A8,S01,1,32,32,0.179248290436187,1.0
Abell370,A8,S01,2,42,32,0.060528532916187955,1.0
Abell370,A8,S01,3,57,29,0.058887114888102284,1.0
Abell370,A8,S01,4,35,37,0.05759505576210017,1.0
Abell370,A8,S01,5,29,7,0.05540338377164676,1.0
Abell370,A8,S01,6,37,63,0.053907652007196896,1.0
Abell370,A8,S01,7,26,30,0.053703360647121834,1.0
Abell370,A8,S01,8,39,35,0.05313458340232458,1.0
Abell370,A8,S01,9,27,28,0.05273754199112987,1.0
Abell370,A8,S01,10,19,29,0.05183783082334238,1.0
Abell370,A8,S01,11,62,61,0.05109958441426385,1.0
Abell370,A8,S01,12,38,48,0.051010616088919616,1.0
Abell370,A8,S01,13,18,40,0.05091554366537748,1.0
Abell370,A8,S01,14,29,63,0.05011912770654284,1.0
Abell370,A8,S01,15,6,8,0.04948608872703152,1.0
Abell370,A8,S01,16,16,34,0.04928562288369203,1.0
Abell370,A8,S01,17,24,38,0.04920747664322024,1.0
Abell370,A8,S01,18,44,35,0.0491108259203153,1.0
Abell370,A8,S01,19,46,46,0.04705620450520707,1.0
Abell370,A8,S01,20,52,28,0.046815832845457865,1.0
Abell370,A8,S02,1,30,32,0.85306861174868,0.8421052631578947
Abell370,A8,S02,2,34,30,0.8068059314568943,0.8421052631578947
Abell370,A8,S02,3,31,29,0.7321579413640674,0.8421052631578947
Abell370,A8,S02,4,30,63,0.6139280273868167,0.8421052631578947
Abell370,A8,S02,5,43,31,0.48256176116631216,0.8421052631578947
Abell370,A8,S02,6,54,63,0.48201158511142056,0.8421052631578947
Abell370,A8,S02,7,57,28,0.4680368256424353,0.8421052631578947
Abell370,A8,S02,8,63,32,0.45126273491107277,0.8421052631578947
Abell370,A8,S02,9,47,45,0.43976363753554526,0.8421052631578947
Abell370,A8,S02,10,30,6,0.43817234696412577,0.8421052631578947
Abell370,A8,S02,11,14,38,0.40243142472479965,0.8421052631578947
Abell370,A8,S02,12,38,49,0.3899745297227204,0.8421052631578947
Abell370,A8,S02,13,18,41,0.38507695333468694,0.8421052631578947
Abell370,A8,S02,14,5,8,0.38378898946933304,0.8421052631578947
Abell370,A8,S02,15,26,15,0.3795000904711172,0.8421052631578947
Abell370,A8,S02,16,16,33,0.37819764971993397,0.8421052631578947
Abell370,A8,S02,17,48,63,0.36521888565591193,0.8421052631578947
Abell370,A8,S02,18,35,38,0.3646699987275127,0.8421052631578947
Abell370,A8,S02,19,52,25,0.3634345054638748,0.8421052631578947
Abell370,A8,S02,20,51,52,0.3537145622404556,0.8421052631578947
Abell370,A8,S02,21,33,38,0.34744600895183064,0.8421052631578947
Abell370,A8,S02,22,28,7,0.34335895745604894,0.8421052631578947
Abell370,A8,S02,23,48,27,0.3428115492146243,0.8421052631578947
Abell370,A8,S02,24,18,57,0.34131882549663145,0.8421052631578947
Abell370,A8,S02,25,62,63,0.3406820192729762,0.8421052631578947
Abell370,A8,S02,26,19,30,0.3356013558986239,0.8421052631578947
Abell370,A8,S02,27,63,55,0.33420999452125955,0.8421052631578947
Abell370,A8,S02,28,39,37,0.33243449577385026,0.8421052631578947
Abell370,A8,S02,29,45,14,0.33122716124940677,0.8421052631578947
Abell370,A8,S02,30,46,52,0.3303908896912756,0.8421052631578947
Abell370,A8,S02,31,19,51,0.32967781453196043,0.8421052631578947
Abell370,A8,S02,32,29,16,0.3295548465721256,0.8421052631578947
Abell370,A8,S02,33,37,17,0.32919581906785017,0.8421052631578947
Abell370,A8,S02,34,23,13,0.3257265803291289,0.8421052631578947
Abell370,A8,S02,35,46,33,0.32296976477921857,0.8421052631578947
Abell370,A8,S02,36,38,30,0.3227400582703614,0.8421052631578947
Abell370,A8,S02,37,56,30,0.32217154472543275,0.8421052631578947
Abell370,A8,S02,38,28,44,0.3204767687690468,0.8421052631578947
Abell370,A8,S02,39,51,16,0.3202562319138815,0.8421052631578947
Abell370,A8,A8-S03,1,32,32,0.17008960325308306,0.8947368421052632
Abell370,A8,A8-S03,2,42,32,0.05646300705806727,0.8947368421052632
Abell370,A8,A8-S03,3,35,37,0.05475263917919832,0.8947368421052632
Abell370,A8,A8-S03,4,57,29,0.05458079787381136,0.8947368421052632
Abell370,A8,A8-S03,5,26,30,0.05263853489248299,0.8947368421052632
Abell370,A8,A8-S03,6,29,7,0.05067465509509235,0.8947368421052632
Abell370,A8,A8-S03,7,39,35,0.050358975818494335,0.8947368421052632
Abell370,A8,A8-S03,8,62,61,0.05001222705566532,0.8947368421052632
Abell370,A8,A8-S03,9,27,28,0.049438068610149925,0.8947368421052632
Abell370,A8,A8-S03,10,37,63,0.048146746671530634,0.8947368421052632
Abell370,A8,A8-S03,11,18,40,0.04753359746631417,0.8947368421052632
Abell370,A8,A8-S03,12,52,28,0.046024304271584035,0.8947368421052632
Abell370,A8,A8-S03,13,44,35,0.04598081292787421,0.8947368421052632
Abell370,A8,A8-S03,14,29,63,0.0459670624842309,0.8947368421052632
Abell370,A8,A8-S03,15,19,29,0.045858033154387974,0.8947368421052632
Abell370,A8,A8-S03,16,46,46,0.04542203336789713,0.8947368421052632
Abell370,A8,A8-S03,17,24,38,0.045288687954789686,0.8947368421052632
Abell370,A8,A8-S03,18,38,48,0.045284185357123787,0.8947368421052632
Abell370,A8,A8-S04,1,32,32,0.16968938684541948,0.8947368421052632
Abell370,A8,A8-S04,2,42,32,0.05625910665506708,0.8947368421052632
Abell370,A8,A8-S04,3,35,37,0.05449051430254742,0.8947368421052632
Abell370,A8,A8-S04,4,57,29,0.05436426030546749,0.8947368421052632
Abell370,A8,A8-S04,5,26,30,0.052448614610625895,0.8947368421052632
Abell370,A8,A8-S04,6,29,7,0.05034223322695901,0.8947368421052632
Abell370,A8,A8-S04,7,39,35,0.0502252629986978,0.8947368421052632
Abell370,A8,A8-S04,8,62,61,0.04988647251036238,0.8947368421052632
Abell370,A8,A8-S04,9,27,28,0.0492224956523658,0.8947368421052632
Abell370,A8,A8-S04,10,37,63,0.04791123171609106,0.8947368421052632
Abell370,A8,A8-S04,11,18,40,0.047384408957782065,0.8947368421052632
Abell370,A8,A8-S04,12,52,28,0.0458093859520956,0.8947368421052632
Abell370,A8,A8-S04,13,44,35,0.045759245471262776,0.8947368421052632
Abell370,A8,A8-S04,14,29,63,0.04573239937893386,0.8947368421052632
Abell370,A8,A8-S04,15,19,29,0.0455285906397587,0.8947368421052632
Abell370,A8,A8-S04,16,46,46,0.04527545737794,0.8947368421052632
Abell370,A8,A8-S04,17,24,38,0.045116130907600104,0.8947368421052632
Abell370,A8,A8-S04,18,38,48,0.04508651102170891,0.8947368421052632
Abell370,A8,A8-S05,1,32,32,0.16915354582892914,0.6842105263157895
Abell370,A8,A8-S05,2,42,32,0.05530789077978329,0.6842105263157895
Abell370,A8,A8-S05,3,57,29,0.053421317049917365,0.6842105263157895
Abell370,A8,A8-S05,4,35,37,0.05180949000362921,0.6842105263157895
Abell370,A8,A8-S05,5,39,35,0.049823145572799786,0.6842105263157895
Abell370,A8,A8-S05,6,26,30,0.04938780166517115,0.6842105263157895
Abell370,A8,A8-S05,7,62,61,0.04816855858611964,0.6842105263157895
Abell370,A8,A8-S05,8,29,7,0.047763020874784914,0.6842105263157895
Abell370,A8,A8-S05,9,27,28,0.047625161722986684,0.6842105263157895
Abell370,A8,A8-S05,10,37,63,0.04742145700602406,0.6842105263157895
Abell370,A8,A8-S05,11,18,40,0.046974131692726254,0.6842105263157895
Abell370,A8,A8-S05,12,38,48,0.04568194994892703,0.6842105263157895
Abell370,A8,A8-S05,13,24,38,0.04476760688401094,0.6842105263157895
Abell370,A8,A8-S06,1,32,32,0.168691785134523,0.6842105263157895
Abell370,A8,A8-S06,2,42,32,0.055083199342430354,0.6842105263157895
Abell370,A8,A8-S06,3,57,29,0.053190842881371436,0.6842105263157895
Abell370,A8,A8-S06,4,35,37,0.05165057861194512,0.6842105263157895
Abell370,A8,A8-S06,5,39,35,0.04968426789414303,0.6842105263157895
Abell370,A8,A8-S06,6,26,30,0.049312043610086155,0.6842105263157895
Abell370,A8,A8-S06,7,62,61,0.04809887804039439,0.6842105263157895
Abell370,A8,A8-S06,8,29,7,0.047511094553678454,0.6842105263157895
Abell370,A8,A8-S06,9,27,28,0.047461907390909795,0.6842105263157895
Abell370,A8,A8-S06,10,37,63,0.04715012525730591,0.6842105263157895
Abell370,A8,A8-S06,11,18,40,0.046784578579153774,0.6842105263157895
Abell370,A8,A8-S06,12,38,48,0.04539855300496718,0.6842105263157895
Abell370,A8,A8-S06,13,24,38,0.04457203856971122,0.6842105263157895
Abell370,A8,A8-S07,1,6,7,0.0001327818553528405,0.8421052631578947
Abell370,A8,A8-S07,2,54,63,0.00011702853685769746,0.8421052631578947
Abell370,A8,A8-S07,3,56,16,0.00010847568468518379,0.8421052631578947
Abell370,A8,A8-S07,4,6,26,0.00010654681982799177,0.8421052631578947
Abell370,A8,A8-S07,5,20,18,0.0001053480287332855,0.8421052631578947
Abell370,A8,A8-S07,6,5,13,9.3567895598861e-05,0.8421052631578947
Abell370,A8,A8-S07,7,60,34,9.273486326650503e-05,0.8421052631578947
Abell370,A8,A8-S07,8,12,4,9.201296161913703e-05,0.8421052631578947
Abell370,A8,A8-S07,9,46,32,9.17680003096194e-05,0.8421052631578947
Abell370,A8,A8-S07,10,55,29,9.12818319130166e-05,0.8421052631578947
Abell370,A8,A8-S07,11,51,34,9.098346906625324e-05,0.8421052631578947
Abell370,A8,A8-S07,12,57,50,8.941629270907848e-05,0.8421052631578947
Abell370,A8,A8-S07,13,24,63,8.941102363058448e-05,0.8421052631578947
Abell370,A8,A8-S07,14,20,54,8.778801383459296e-05,0.8421052631578947
Abell370,A8,A8-S07,15,52,28,8.722165806779245e-05,0.8421052631578947
Abell370,A8,A8-S07,16,8,50,8.663421752322758e-05,0.8421052631578947
Abell370,A8,A8-S07,17,51,1,8.661802316138803e-05,0.8421052631578947
Abell370,A8,A8-S07,18,57,41,8.64102792342789e-05,0.8421052631578947
Abell370,A8,A8-S07,19,6,55,8.555101601962984e-05,0.8421052631578947
Abell370,A8,A8-S07,20,38,22,8.509591713664576e-05,0.8421052631578947
Abell370,A8,A8-S07,21,33,25,8.413144845887053e-05,0.8421052631578947
Abell370,A8,A8-S07,22,17,34,8.376693575687188e-05,0.8421052631578947
Abell370,A8,A8-S07,23,43,14,8.277679119176839e-05,0.8421052631578947
Abell370,A8,A8-S07,24,27,15,8.07506750110933e-05,0.8421052631578947
Abell370,A8,A8-S07,25,20,28,8.070904892977542e-05,0.8421052631578947
Abell370,A8,A8-S07,26,59,21,8.064607287288856e-05,0.8421052631578947
Abell370,A8,A8-S07,27,30,63,8.046598184005533e-05,0.8421052631578947
Abell370,A8,A8-S07,28,63,43,8.009095489678367e-05,0.8421052631578947
Abell370,A8,A8-S07,29,13,54,8.001971146868087e-05,0.8421052631578947
Abell370,A8,A8-S07,30,30,35,7.994902674218086e-05,0.8421052631578947
Abell370,A8,A8-S07,31,38,41,7.963714819525412e-05,0.8421052631578947
Abell370,A8,A8-S07,32,44,37,7.930957730612137e-05,0.8421052631578947
Abell370,A8,A8-S07,33,20,7,7.912648714057773e-05,0.8421052631578947
Abell370,A8,A8-S07,34,26,30,7.841427501349349e-05,0.8421052631578947
Abell370,A8,A8-S07,35,37,52,7.827442590495459e-05,0.8421052631578947
Abell370,A8,A8-S07,36,49,24,7.82442654267285e-05,0.8421052631578947
Abell370,A8,A8-S07,37,50,58,7.814865917979584e-05,0.8421052631578947
Abell370,A8,A8-S07,38,49,36,7.805984428779647e-05,0.8421052631578947
Abell370,A8,A8-S07,39,37,17,7.776378749408137e-05,0.8421052631578947
Abell370,A8,A8-S07,40,27,22,7.707545081108939e-05,0.8421052631578947
Abell370,A8,A8-S07,41,38,56,7.706829851922255e-05,0.8421052631578947
Abell370,A8,A8-S07,42,11,63,7.70368922236288e-05,0.8421052631578947
Abell370,A8,A8-S07,43,7,48,7.661269664134969e-05,0.8421052631578947
Abell370,A8,A8-S07,44,8,15,7.656306116113739e-05,0.8421052631578947
Abell370,A8,A8-S07,45,1,29,7.619680759792273e-05,0.8421052631578947
Abell370,A8,A8-S07,46,44,12,7.53594593868358e-05,0.8421052631578947
Abell370,A8,A8-S07,47,15,33,7.507580360985502e-05,0.8421052631578947
Abell370,A8,A8-S07,48,36,27,7.499013946830405e-05,0.8421052631578947
Abell370,A8,A8-S07,49,16,47,7.487530569442957e-05,0.8421052631578947
Abell370,A8,A8-S07,50,47,50,7.479220883684159e-05,0.8421052631578947
Abell370,A8,A8-S07,51,17,5,7.445336325207341e-05,0.8421052631578947
Abell370,A8,A8-S07,52,25,12,7.399082232901374e-05,0.8421052631578947
Abell370,A8,A8-S07,53,37,30,7.395563056058017e-05,0.8421052631578947
Abell370,A8,A8-S07,54,34,31,7.384435593179237e-05,0.8421052631578947
Abell370,A8,A8-S07,55,63,21,7.370202896045183e-05,0.8421052631578947
Abell370,A8,A8-S07,56,2,42,7.338539077240885e-05,0.8421052631578947
Abell370,A8,A8-S07,57,29,11,7.330924492268176e-05,0.8421052631578947
Abell370,A8,A8-S07,58,49,40,7.329262929738848e-05,0.8421052631578947
Abell370,A8,A8-S07,59,16,11,7.314031247349033e-05,0.8421052631578947
Abell370,A8,A8-S07,60,63,1,7.313627653698779e-05,0.8421052631578947
Abell370,A8,A8-S07,61,27,59,7.313522922394959e-05,0.8421052631578947
Abell370,A8,A8-S07,62,4,62,7.266942722430646e-05,0.8421052631578947
Abell370,A8,A8-S07,63,21,56,7.241184114070961e-05,0.8421052631578947
Abell370,A8,A8-S07,64,46,55,7.228742468856336e-05,0.8421052631578947
Abell370,A8,A8-S07,65,19,63,7.221190905872664e-05,0.8421052631578947
Abell370,A8,A8-S07,66,17,20,7.21995053819452e-05,0.8421052631578947
Abell370,A8,A8-S07,67,20,22,7.203537058891804e-05,0.8421052631578947
Abell370,A8,A8-S07,68,5,2,7.202422143016384e-05,0.8421052631578947
Abell370,A8,A8-S07,69,17,41,7.171019650433173e-05,0.8421052631578947
Abell370,A8,A8-S07,70,61,46,7.139658037094341e-05,0.8421052631578947
Abell370,A8,A8-S07,71,35,37,7.099839226505749e-05,0.8421052631578947
Abell370,A8,A8-S07,72,12,56,7.096740281799729e-05,0.8421052631578947
Abell370,A8,A8-S07,73,63,32,7.093340231657955e-05,0.8421052631578947
Abell370,A8,A8-S07,74,29,7,7.077846683201383e-05,0.8421052631578947
Abell370,A8,A8-S07,75,25,35,7.076744075566713e-05,0.8421052631578947
Abell370,A8,A8-S07,76,22,3,7.045157633422438e-05,0.8421052631578947
Abell370,A8,A8-S07,77,29,25,7.012877006281346e-05,0.8421052631578947
Abell370,A8,A8-S07,78,44,52,6.969535447675455e-05,0.8421052631578947
Abell370,A8,A8-S07,79,1,27,6.927442391010275e-05,0.8421052631578947
Abell370,A8,A8-S07,80,8,45,6.918306756150938e-05,0.8421052631578947
Abell370,A8,A8-S07,81,15,23,6.890203245635577e-05,0.8421052631578947
Abell370,A8,A8-S07,82,47,40,6.848984002053044e-05,0.8421052631578947
Abell370,A8,A8-S07,83,23,9,6.848631588035519e-05,0.8421052631578947
Abell370,A8,A8-S08,1,25,3,3.089550290070639e-05,0.7894736842105263
Abell370,A8,A8-S08,2,31,14,2.781904166614462e-05,0.7894736842105263
Abell370,A8,A8-S08,3,32,44,2.7423490073651946e-05,0.7894736842105263
Abell370,A8,A8-S08,4,50,33,2.6333445852300416e-05,0.7894736842105263
Abell370,A8,A8-S08,5,43,39,2.5415571803624272e-05,0.7894736842105263
Abell370,A8,A8-S08,6,19,7,2.5390376310672774e-05,0.7894736842105263
Abell370,A8,A8-S08,7,20,25,2.5310502478116417e-05,0.7894736842105263
Abell370,A8,A8-S08,8,8,9,2.312716018471735e-05,0.7894736842105263
Abell370,A8,A8-S08,9,10,22,2.3035370240647953e-05,0.7894736842105263
Abell370,A8,A8-S08,10,4,30,2.274271163571362e-05,0.7894736842105263
Abell370,A8,A8-S08,11,36,42,2.2689251116542148e-05,0.7894736842105263
Abell370,A8,A8-S08,12,60,1,2.214756438309025e-05,0.7894736842105263
Abell370,A8,A8-S08,13,58,32,2.193324973560117e-05,0.7894736842105263
Abell370,A8,A8-S08,14,23,59,2.1776954775121963e-05,0.7894736842105263
Abell370,A8,A8-S08,15,15,16,2.134877067949908e-05,0.7894736842105263
Abell370,A8,A8-S08,16,27,54,2.128644996992025e-05,0.7894736842105263
Abell370,A8,A8-S08,17,52,45,2.1275814186858404e-05,0.7894736842105263
Abell370,A8,A8-S08,18,52,25,2.118027146189279e-05,0.7894736842105263
Abell370,A8,A8-S08,19,38,39,2.1051828047601934e-05,0.7894736842105263
Abell370,A8,A8-S08,20,1,56,2.1035781857667677e-05,0.7894736842105263
Abell370,A8,A8-S08,21,18,17,2.0925487745086965e-05,0.7894736842105263
Abell370,A8,A8-S08,22,4,16,2.0891643645123995e-05,0.7894736842105263
Abell370,A8,A8-S08,23,38,43,2.085624580883225e-05,0.7894736842105263
Abell370,A8,A8-S08,24,1,3,2.0740614345963066e-05,0.7894736842105263
Abell370,A8,A8-S08,25,48,12,2.0713358575985683e-05,0.7894736842105263
Abell370,A8,A8-S08,26,3,14,2.0656832812313364e-05,0.7894736842105263
Abell370,A8,A8-S08,27,45,62,2.0405512395237167e-05,0.7894736842105263
Abell370,A8,A8-S08,28,19,4,2.030971164370262e-05,0.7894736842105263
Abell370,A8,A8-S08,29,37,7,2.0261531455324496e-05,0.7894736842105263
Abell370,A8,A8-S08,30,52,4,2.025053838721097e-05,0.7894736842105263
Abell370,A8,A8-S08,31,37,13,2.0212631443160467e-05,0.7894736842105263
Abell370,A8,A8-S08,32,13,20,2.0156842472710146e-05,0.7894736842105263
Abell370,A8,A8-S08,33,30,59,2.013453934188512e-05,0.7894736842105263
Abell370,A8,A8-S08,34,48,23,2.010159234272667e-05,0.7894736842105263
Abell370,A8,A8-S08,35,38,50,1.984195748786752e-05,0.7894736842105263
Abell370,A8,A8-S08,36,35,17,1.9745279349081432e-05,0.7894736842105263
Abell370,A8,A8-S08,37,4,51,1.9723225742717245e-05,0.7894736842105263
Abell370,A8,A8-S08,38,3,43,1.927616883158633e-05,0.7894736842105263
Abell370,A8,A8-S08,39,50,56,1.909115782235043e-05,0.7894736842105263
Abell370,A8,A8-S08,40,58,52,1.908487224811e-05,0.7894736842105263
Abell370,A8,A8-S08,41,45,3,1.8800721787484768e-05,0.7894736842105263
Abell370,A8,A8-S08,42,57,44,1.847352523459697e-05,0.7894736842105263
Abell370,A8,A8-S08,43,52,18,1.8429746187810623e-05,0.7894736842105263
Abell370,A8,A8-S08,44,56,59,1.821919472339304e-05,0.7894736842105263
Abell370,A8,A8-S08,45,24,28,1.817092543487699e-05,0.7894736842105263
Abell370,A8,A8-S08,46,30,54,1.815872338265343e-05,0.7894736842105263
Abell370,A8,A8-S08,47,7,37,1.8131469501584095e-05,0.7894736842105263
Abell370,A8,A8-S08,48,56,47,1.808953089245867e-05,0.7894736842105263
Abell370,A8,A8-S08,49,20,40,1.792064882986556e-05,0.7894736842105263
Abell370,A8,A8-S08,50,23,22,1.7849408263007776e-05,0.7894736842105263
Abell370,A8,A8-S08,51,18,42,1.7814282774071607e-05,0.7894736842105263
Abell370,A8,A8-S08,52,56,49,1.7678400300861654e-05,0.7894736842105263
Abell370,A8,A8-S08,53,35,39,1.7658730631699567e-05,0.7894736842105263
Abell370,A8,A8-S08,54,40,42,1.7644492298706374e-05,0.7894736842105263
Abell370,A8,A8-S08,55,27,37,1.7561767922257142e-05,0.7894736842105263
Abell370,A8,A8-S08,56,16,40,1.7496759241004187e-05,0.7894736842105263
Abell370,A8,A8-S08,57,12,2,1.7411289796408e-05,0.7894736842105263
Abell370,A8,A8-S08,58,18,32,1.7402840064324927e-05,0.7894736842105263
Abell370,A8,A8-S08,59,63,46,1.7401291518851415e-05,0.7894736842105263
Abell370,A8,A8-S08,60,26,25,1.725517880644287e-05,0.7894736842105263
Abell370,A8,A8-S08,61,62,54,1.7205812315164575e-05,0.7894736842105263
Abell370,A8,A8-S08,62,31,34,1.7180113285931778e-05,0.7894736842105263
Abell370,A8,A8-S08,63,45,1,1.696246062112846e-05,0.7894736842105263
Abell370,A8,A8-S08,64,53,57,1.68881151885816e-05,0.7894736842105263
Abell370,A8,A8-S08,65,60,56,1.688114202058263e-05,0.7894736842105263
Abell370,A8,A8-S08,66,42,17,1.6687679139329543e-05,0.7894736842105263
Abell370,A8,A8-S08,67,48,25,1.66479265761232e-05,0.7894736842105263
Abell370,A8,A8-S08,68,54,13,1.664686065906677e-05,0.7894736842105263
Abell370,A8,A8-S08,69,58,10,1.6583723892326016e-05,0.7894736842105263
Abell370,A8,A8-S08,70,39,63,1.655565891149641e-05,0.7894736842105263
Abell370,A8,A8-S08,71,63,14,1.6480216402498143e-05,0.7894736842105263
Abell370,A8,A8-S08,72,26,7,1.634972444372766e-05,0.7894736842105263
Abell370,A8,A8-S08,73,56,17,1.6269450273843672e-05,0.7894736842105263
Abell370,A8,A8-S09,1,6,7,0.00016464950063752222,0.8421052631578947
Abell370,A8,A8-S09,2,54,63,0.00014511538570354486,0.8421052631578947
Abell370,A8,A8-S09,3,56,16,0.0001345098490096279,0.8421052631578947
Abell370,A8,A8-S09,4,6,26,0.0001321180565867098,0.8421052631578947
Abell370,A8,A8-S09,5,20,18,0.000130631555629274,0.8421052631578947
Abell370,A8,A8-S09,6,5,13,0.00011602419054258765,0.8421052631578947
Abell370,A8,A8-S09,7,60,34,0.00011499123045046624,0.8421052631578947
Abell370,A8,A8-S09,8,12,4,0.00011409607240772993,0.8421052631578947
Abell370,A8,A8-S09,9,46,32,0.00011379232038392806,0.8421052631578947
Abell370,A8,A8-S09,10,55,29,0.00011318947157214059,0.8421052631578947
Abell370,A8,A8-S09,11,51,34,0.00011281950164215402,0.8421052631578947
Abell370,A8,A8-S09,12,57,50,0.00011087620295925732,0.8421052631578947
Abell370,A8,A8-S09,13,24,63,0.00011086966930192477,0.8421052631578947
Abell370,A8,A8-S09,14,20,54,0.00010885713715489526,0.8421052631578947
Abell370,A8,A8-S09,15,52,28,0.00010815485600406264,0.8421052631578947
Abell370,A8,A8-S09,16,8,50,0.0001074264297288022,0.8421052631578947
Abell370,A8,A8-S09,17,51,1,0.00010740634872012116,0.8421052631578947
Abell370,A8,A8-S09,18,57,41,0.00010714874625050583,0.8421052631578947
Abell370,A8,A8-S09,19,6,55,0.000106083259864341,0.8421052631578947
Abell370,A8,A8-S09,20,38,22,0.00010551893724944074,0.8421052631578947
Abell370,A8,A8-S09,21,33,25,0.00010432299608899946,0.8421052631578947
Abell370,A8,A8-S09,22,17,34,0.00010387100033852113,0.8421052631578947
Abell370,A8,A8-S09,23,43,14,0.0001026432210777928,0.8421052631578947
Abell370,A8,A8-S09,24,27,15,0.00010013083701375569,0.8421052631578947
Abell370,A8,A8-S09,25,20,28,0.00010007922067292152,0.8421052631578947
Abell370,A8,A8-S09,26,59,21,0.00010000113036238181,0.8421052631578947
Abell370,A8,A8-S09,27,30,63,9.97778174816686e-05,0.8421052631578947
Abell370,A8,A8-S09,28,63,43,9.931278407201176e-05,0.8421052631578947
Abell370,A8,A8-S09,29,13,54,9.922444222116428e-05,0.8421052631578947
Abell370,A8,A8-S09,30,30,35,9.913679316030428e-05,0.8421052631578947
Abell370,A8,A8-S09,31,38,41,9.875006376211511e-05,0.8421052631578947
Abell370,A8,A8-S09,32,44,37,9.83438758595905e-05,0.8421052631578947
Abell370,A8,A8-S09,33,20,7,9.811684405431638e-05,0.8421052631578947
Abell370,A8,A8-S09,34,26,30,9.723370101673192e-05,0.8421052631578947
Abell370,A8,A8-S09,35,37,52,9.706028812214369e-05,0.8421052631578947
Abell370,A8,A8-S09,36,49,24,9.702288912914332e-05,0.8421052631578947
Abell370,A8,A8-S09,37,50,58,9.690433738294685e-05,0.8421052631578947
Abell370,A8,A8-S09,38,49,36,9.679420691686763e-05,0.8421052631578947
Abell370,A8,A8-S09,39,37,17,9.64270964926609e-05,0.8421052631578947
Abell370,A8,A8-S09,40,27,22,9.557355900575084e-05,0.8421052631578947
Abell370,A8,A8-S09,41,38,56,9.556469016383596e-05,0.8421052631578947
Abell370,A8,A8-S09,42,11,63,9.552574635729971e-05,0.8421052631578947
Abell370,A8,A8-S09,43,7,48,9.499974383527361e-05,0.8421052631578947
